Generation, Best Fitness, Average Fitness, Average Size
0, 1388, 1773.46, 4.7
1, 336, 1212.9, 5.72
2, 94, 417.52, 6
3, 94, 233.96, 6.06
4, 2, 390.42, 6.16
5, 2, 386.42, 6.52
6, 2, 155.22, 7.46
7, 2, 13407.929538461538, 8.47
8, 2, 479.14, 8.92
9, 0.8085106382977756, 13393.76510638298, 9.42
10, 0.8085106382977756, 131.6229787234039, 10.72
11, 0.8085106382977756, 108.74796740606584, 10.89
12, 0.8085106382977756, 86.9157446808509, 12.08
13, 0.8085106382977756, 184.94631914893554, 11.96
14, 0.8085106382977756, 2.567286555002172, 12.85
15, 0.8085106382977756, 53.86085804651502, 13.65
16, 0.8085106382977756, 106.21787234042527, 13.23
17, 0.8085106382977756, 135.95454638770295, 13.23
18, 0.8085106382977756, 78.49245308492569, 13.59
19, 0.8085106382977756, 77.29012281137275, 13.85
20, 0.8085106382977756, 246.6914893617017, 13.15
21, 0.8085106382977756, 146.81531914893563, 13.03
22, 0.5744680851064459, 1445.078067375891, 14.15
23, 0.5744680851064459, 56.64723404255326, 13.73
24, 0.5744680851064459, 44.75177741515956, 15.19
25, 0.5744680851064459, 129.3088369995683, 15.95
26, 0.5744680851064459, 109.03131972397925, 14.89
27, 0.5744680851064459, 127.92276595744676, 14.7
28, 0.5744680851064459, 4.781524822695096, 14.5
29, 0.5744680851064459, 105.69905141843974, 15.22
30, 0.5744680851064459, 55.21126773049664, 14.31
31, 0.5744680851064459, 68.46634902670912, 13.19
32, 0.5744680851064459, 115.03456767768219, 13.09
33, 0.5744680851064459, 204.10400860117667, 12.9
34, 0.5744680851064459, 106.18653164392904, 14
35, 0.5744680851064459, 138.65146220009038, 14.52
36, 0.12765957446799803, 163.87549796287882, 13.9
37, 0.12765957446799803, 82.60245017080922, 14.73
38, 0.12765957446799803, 144.867567353929, 14.67
39, 0.12765957446799803, 134.38535989135323, 14
40, 0.08148483476679758, 65.88613399728352, 14.17
41, 0.08148483476679758, 42.94454504300578, 13.79
42, 0.08148483476679758, 51.838191747184425, 14.64
43, 0.0379053722979279, 8.824645535999121, 14.18
44, 0.03699324812419036, 63.57922799179918, 18.34
45, 0.029198732458098675, 150.43409977798757, 17.71
46, 0.010638297872446856, 161.9045476781804, 17.81
47, 0.005604567183809195, 108.48139929099936, 23.6
48, 0.004609599479863391, 95.47384711206182, 22.07
49, 8.136845076478494E-05, 77.01785660723556, 21.85
